note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Alex gitf,alex gitf,Expense,[TYPE_EXPENSE],16.0,2024-12-20 16:33:03.919,Gifts,alex gitf,[TYPE_EXPENSE] alex gitf
Mom gift,mom gift,Income,[TYPE_INCOME],20.0,2024-12-16 11:26:44.306,Gifts,mom gift,[TYPE_INCOME] mom gift
Mom extra gifft,mom extra gifft,Income,[TYPE_INCOME],25.0,2024-11-20 07:50:00.000,Gifts,mom extra gifft,[TYPE_INCOME] mom extra gifft
Momgift,momgift,Income,[TYPE_INCOME],30.0,2024-11-16 00:04:11.624,Gifts,momgift,[TYPE_INCOME] momgift
Antourix Catan gift,antourix catan gift,Expense,[TYPE_EXPENSE],18.0,2024-11-15 23:59:33.596,Gifts,antourix catan gift,[TYPE_EXPENSE] antourix catan gift
Dad gift,dad gift,Income,[TYPE_INCOME],60.0,2024-11-15 23:59:08.399,Gifts,dad gift,[TYPE_INCOME] dad gift
To Antoine & Dibo gift,to antoine & dibo gift,Expense,[TYPE_EXPENSE],8.0,2024-10-25 21:33:47.578,Gifts,to antoine & dibo gift,[TYPE_EXPENSE] to antoine & dibo gift
Hache for Marc’s bday,hache for marc s bday,Expense,[TYPE_EXPENSE],6.0,2024-08-14 12:49:30.270,Gifts,hache for marc s bday,[TYPE_EXPENSE] hache for marc s bday
Jawad’s bday,jawad s bday,Expense,[TYPE_EXPENSE],9.0,2024-02-29 20:00:00.000,Gifts,jawad s bday,[TYPE_EXPENSE] jawad s bday
Alex’s Birthday,alex s birthday,Expense,[TYPE_EXPENSE],50.0,2024-02-28 21:49:57.588,Gifts,alex s birthday,[TYPE_EXPENSE] alex s birthday
Codex BoardGames,codex boardgames,Expense,[TYPE_EXPENSE],40.0,2024-02-01 21:37:14.891,Gifts,codex boardgames,[TYPE_EXPENSE] codex boardgames
JP’s Birthday,jp s birthday,Income,[TYPE_INCOME],9.6,2024-01-26 11:51:16.574,Gifts,jp s birthday,[TYPE_INCOME] jp s birthday
Dad gift,dad gift,Expense,[TYPE_EXPENSE],50.0,2023-12-23 13:15:05.042,Gifts,dad gift,[TYPE_EXPENSE] dad gift
Alex (Back) gift,alex back gift,Income,[TYPE_INCOME],2.0,2023-12-23 12:47:24.714,Gifts,alex back gift,[TYPE_INCOME] alex back gift
Alex gfit,alex gfit,Expense,[TYPE_EXPENSE],40.0,2023-12-23 12:46:50.143,Gifts,alex gfit,[TYPE_EXPENSE] alex gfit
Mom (Back) gift,mom back gift,Income,[TYPE_INCOME],1.1,2023-12-23 12:26:25.187,Gifts,mom back gift,[TYPE_INCOME] mom back gift
Mom gift,mom gift,Expense,[TYPE_EXPENSE],40.0,2023-12-23 12:25:57.582,Gifts,mom gift,[TYPE_EXPENSE] mom gift
Gift for KKK (Maliks Mug),gift for kkk maliks mug,Expense,[TYPE_EXPENSE],10.0,2023-12-14 14:10:00.256,Gifts,gift for kkk maliks mug,[TYPE_EXPENSE] gift for kkk maliks mug
Dad gift,dad gift,Income,[TYPE_INCOME],11.0,2023-04-15 21:21:51.943,Gifts,dad gift,[TYPE_INCOME] dad gift
Christmas gift,christmas gift,Income,[TYPE_INCOME],150.0,2022-12-25 10:27:48.738,Gifts,christmas gift,[TYPE_INCOME] christmas gift
SEK KK gift,sek kk gift,Expense,[TYPE_EXPENSE],0.3,2022-12-21 17:04:00.418,Gifts,sek kk gift,[TYPE_EXPENSE] sek kk gift
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],35.0,2023-01-09 15:55:33.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],22.5,2023-01-18 13:15:22.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],55.0,2023-02-06 16:00:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],18.0,2023-02-11 12:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],60.0,2023-03-06 16:30:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],25.0,2023-03-11 14:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],15.0,2023-04-06 12:00:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],30.0,2023-04-11 16:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],12.0,2023-05-06 11:45:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],50.0,2023-05-11 17:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.0,2023-06-06 15:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],20.0,2023-06-11 12:30:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],32.0,2023-07-06 15:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],18.5,2023-07-11 14:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],40.0,2023-08-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],22.0,2023-08-11 13:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],30.0,2023-09-06 15:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],16.0,2023-09-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],24.0,2023-10-06 16:20:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.5,2023-10-11 14:55:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],35.0,2023-11-06 16:40:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],20.0,2023-11-11 14:20:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],45.0,2023-12-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],27.0,2023-12-11 14:35:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],33.0,2024-01-06 16:05:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],21.0,2024-01-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],29.0,2024-02-06 16:00:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2024-02-11 13:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],31.0,2024-03-06 16:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],19.0,2024-03-11 14:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],17.0,2024-04-06 12:00:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2024-04-11 16:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],12.0,2024-05-06 11:45:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],50.0,2024-05-11 17:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.0,2024-06-06 15:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],20.0,2024-06-11 12:30:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],32.0,2024-07-06 15:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],18.5,2024-07-11 14:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],40.0,2024-08-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],22.0,2024-08-11 13:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],30.0,2024-09-06 15:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],16.0,2024-09-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],24.0,2024-10-06 16:20:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.5,2024-10-11 14:55:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],35.0,2024-11-06 16:40:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],20.0,2024-11-11 14:20:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],45.0,2024-12-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],27.0,2024-12-11 14:35:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],33.0,2025-01-06 16:05:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],21.0,2025-01-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],29.0,2025-02-06 16:00:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2025-02-11 13:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],31.0,2025-03-06 16:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],19.0,2025-03-11 14:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],17.0,2025-04-06 12:00:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2025-04-11 16:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],12.0,2025-05-06 11:45:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],50.0,2025-05-11 17:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.0,2025-06-06 15:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],20.0,2025-06-11 12:30:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],32.0,2025-07-06 15:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],18.5,2025-07-11 14:00:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],40.0,2025-08-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],22.0,2025-08-11 13:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],30.0,2025-09-06 15:30:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],16.0,2025-09-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],24.0,2025-10-06 16:20:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],28.5,2025-10-11 14:55:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],35.0,2025-11-06 16:40:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],20.0,2025-11-11 14:20:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],45.0,2025-12-06 16:10:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],27.0,2025-12-11 14:35:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],33.0,2026-01-06 16:05:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],21.0,2026-01-11 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],29.0,2026-02-06 16:00:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2026-02-11 13:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],31.0,2026-03-06 16:20:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],19.0,2026-03-11 14:30:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Present Purchase,present purchase,Expense,[TYPE_EXPENSE],17.0,2026-04-06 12:00:00.000,Gifts,present purchase,[TYPE_EXPENSE] present purchase
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],26.0,2026-04-11 16:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Souk Gift Shop - Downtown,souk gift shop - downtown,Expense,[TYPE_EXPENSE],27.0,2023-05-04 15:20:00.000,Gifts,souk gift shop - downtown,[TYPE_EXPENSE] souk gift shop - downtown
Florist,florist,Expense,[TYPE_EXPENSE],40.0,2023-05-15 16:30:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],33.0,2023-06-09 15:45:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist - Hamra,florist - hamra,Expense,[TYPE_EXPENSE],19.5,2023-06-19 13:20:00.000,Gifts,florist - hamra,[TYPE_EXPENSE] florist - hamra
Souk Gift Shop - Downtown,souk gift shop - downtown,Expense,[TYPE_EXPENSE],28.0,2023-07-09 16:00:00.000,Gifts,souk gift shop - downtown,[TYPE_EXPENSE] souk gift shop - downtown
Florist,florist,Expense,[TYPE_EXPENSE],22.0,2023-07-19 13:45:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop - Downtown,gift shop - downtown,Expense,[TYPE_EXPENSE],40.0,2023-08-09 16:10:00.000,Gifts,gift shop - downtown,[TYPE_EXPENSE] gift shop - downtown
Souk Gift Shop,souk gift shop,Expense,[TYPE_EXPENSE],22.0,2023-08-19 13:45:00.000,Gifts,souk gift shop,[TYPE_EXPENSE] souk gift shop
Florist - Hamra,florist - hamra,Expense,[TYPE_EXPENSE],30.0,2023-09-09 15:30:00.000,Gifts,florist - hamra,[TYPE_EXPENSE] florist - hamra
Gift Shop,gift shop,Expense,[TYPE_EXPENSE],16.0,2023-09-19 14:10:00.000,Gifts,gift shop,[TYPE_EXPENSE] gift shop
Florist,florist,Expense,[TYPE_EXPENSE],24.0,2023-10-09 16:20:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop - Downtown,gift shop - downtown,Expense,[TYPE_EXPENSE],28.5,2023-10-19 14:55:00.000,Gifts,gift shop - downtown,[TYPE_EXPENSE] gift shop - downtown
Florist,florist,Expense,[TYPE_EXPENSE],35.0,2023-11-09 16:40:00.000,Gifts,florist,[TYPE_EXPENSE] florist
Gift Shop - Downtown,gift shop - downtown,Expense,[TYPE_EXPENSE],20.0,2023-11-19 14:20:00.000,Gifts,gift shop - downtown,[TYPE_EXPENSE] gift shop - downtown
Beirut Souk Handicrafts,beirut souk handicrafts,Expense,[TYPE_EXPENSE],55.0,2023-05-27 16:40:00.000,Gifts,beirut souk handicrafts,[TYPE_EXPENSE] beirut souk handicrafts
La Boutique du Liban,la boutique du liban,Expense,[TYPE_EXPENSE],22.0,2023-05-28 13:05:00.000,Gifts,la boutique du liban,[TYPE_EXPENSE] la boutique du liban
Souk el Tayeb Vendor,souk el tayeb vendor,Expense,[TYPE_EXPENSE],28.0,2023-06-15 12:40:00.000,Gifts,souk el tayeb vendor,[TYPE_EXPENSE] souk el tayeb vendor
Maison des Fleurs - Bouquet,maison des fleurs - bouquet,Expense,[TYPE_EXPENSE],60.0,2023-06-26 13:50:00.000,Gifts,maison des fleurs - bouquet,[TYPE_EXPENSE] maison des fleurs - bouquet
Handmade Crafts Shop,handmade crafts shop,Expense,[TYPE_EXPENSE],42.0,2023-07-10 16:00:00.000,Gifts,handmade crafts shop,[TYPE_EXPENSE] handmade crafts shop
Small Gift Store,small gift store,Expense,[TYPE_EXPENSE],15.0,2023-07-20 13:10:00.000,Gifts,small gift store,[TYPE_EXPENSE] small gift store
Artisan Shop,artisan shop,Expense,[TYPE_EXPENSE],33.0,2023-08-01 15:30:00.000,Gifts,artisan shop,[TYPE_EXPENSE] artisan shop
Chocolate Boutique,chocolate boutique,Expense,[TYPE_EXPENSE],20.0,2023-08-11 13:00:00.000,Gifts,chocolate boutique,[TYPE_EXPENSE] chocolate boutique
Gift Emporium,gift emporium,Expense,[TYPE_EXPENSE],27.0,2023-08-23 16:10:00.000,Gifts,gift emporium,[TYPE_EXPENSE] gift emporium
Handmade Gifts,handmade gifts,Expense,[TYPE_EXPENSE],31.0,2023-09-02 13:35:00.000,Gifts,handmade gifts,[TYPE_EXPENSE] handmade gifts
Beirut Crafts,beirut crafts,Expense,[TYPE_EXPENSE],48.0,2023-10-05 16:10:00.000,Gifts,beirut crafts,[TYPE_EXPENSE] beirut crafts
Le Cadeau Boutique,le cadeau boutique,Expense,[TYPE_EXPENSE],20.0,2023-10-06 12:45:00.000,Gifts,le cadeau boutique,[TYPE_EXPENSE] le cadeau boutique
Artisan Corner,artisan corner,Expense,[TYPE_EXPENSE],26.0,2023-10-24 15:20:00.000,Gifts,artisan corner,[TYPE_EXPENSE] artisan corner
Local Florist,local florist,Expense,[TYPE_EXPENSE],19.0,2023-11-04 13:40:00.000,Gifts,local florist,[TYPE_EXPENSE] local florist
Handmade Boutique,handmade boutique,Expense,[TYPE_EXPENSE],30.0,2023-11-18 15:55:00.000,Gifts,handmade boutique,[TYPE_EXPENSE] handmade boutique
Chocolate House,chocolate house,Expense,[TYPE_EXPENSE],22.5,2023-11-29 13:30:00.000,Gifts,chocolate house,[TYPE_EXPENSE] chocolate house
Craft Market Stall,craft market stall,Expense,[TYPE_EXPENSE],34.0,2023-12-11 16:45:00.000,Gifts,craft market stall,[TYPE_EXPENSE] craft market stall
Small Gifts Corner,small gifts corner,Expense,[TYPE_EXPENSE],16.0,2023-12-21 13:20:00.000,Gifts,small gifts corner,[TYPE_EXPENSE] small gifts corner
Boutique Gifts,boutique gifts,Expense,[TYPE_EXPENSE],29.0,2024-01-02 15:30:00.000,Gifts,boutique gifts,[TYPE_EXPENSE] boutique gifts
Local Souvenir Shop,local souvenir shop,Expense,[TYPE_EXPENSE],21.5,2024-01-12 13:10:00.000,Gifts,local souvenir shop,[TYPE_EXPENSE] local souvenir shop
Handmade Beirut,handmade beirut,Expense,[TYPE_EXPENSE],27.5,2024-02-27 15:40:00.000,Gifts,handmade beirut,[TYPE_EXPENSE] handmade beirut
Olive Wood Crafts,olive wood crafts,Expense,[TYPE_EXPENSE],19.0,2024-02-28 13:20:00.000,Gifts,olive wood crafts,[TYPE_EXPENSE] olive wood crafts
Ceramic Studio,ceramic studio,Expense,[TYPE_EXPENSE],33.0,2024-03-17 15:55:00.000,Gifts,ceramic studio,[TYPE_EXPENSE] ceramic studio
Paper & Gifts,paper & gifts,Expense,[TYPE_EXPENSE],17.0,2024-03-28 13:10:00.000,Gifts,paper & gifts,[TYPE_EXPENSE] paper & gifts
Silk & Spice Gifts,silk & spice gifts,Expense,[TYPE_EXPENSE],26.5,2024-04-11 15:40:00.000,Gifts,silk & spice gifts,[TYPE_EXPENSE] silk & spice gifts
Artisan Gifts Co,artisan gifts co,Expense,[TYPE_EXPENSE],39.0,2024-04-21 13:55:00.000,Gifts,artisan gifts co,[TYPE_EXPENSE] artisan gifts co
Local Makers Market,local makers market,Expense,[TYPE_EXPENSE],23.0,2024-05-03 15:30:00.000,Gifts,local makers market,[TYPE_EXPENSE] local makers market
Boutique Treasures,boutique treasures,Expense,[TYPE_EXPENSE],28.5,2024-05-13 13:20:00.000,Gifts,boutique treasures,[TYPE_EXPENSE] boutique treasures
Handmade Beirut - Stall,handmade beirut - stall,Expense,[TYPE_EXPENSE],27.5,2024-05-27 15:40:00.000,Gifts,handmade beirut - stall,[TYPE_EXPENSE] handmade beirut - stall
Olive Wood Crafts - Shop,olive wood crafts - shop,Expense,[TYPE_EXPENSE],19.0,2024-05-28 13:20:00.000,Gifts,olive wood crafts - shop,[TYPE_EXPENSE] olive wood crafts - shop
Ceramic Studio - Purchase,ceramic studio - purchase,Expense,[TYPE_EXPENSE],33.0,2024-06-15 15:55:00.000,Gifts,ceramic studio - purchase,[TYPE_EXPENSE] ceramic studio - purchase
Paper & Gifts - Shop,paper & gifts - shop,Expense,[TYPE_EXPENSE],17.0,2024-06-26 13:10:00.000,Gifts,paper & gifts - shop,[TYPE_EXPENSE] paper & gifts - shop
Silk & Spice Gifts - Shop,silk & spice gifts - shop,Expense,[TYPE_EXPENSE],26.5,2024-07-10 15:40:00.000,Gifts,silk & spice gifts - shop,[TYPE_EXPENSE] silk & spice gifts - shop
Artisan Gifts Co - Purchase,artisan gifts co - purchase,Expense,[TYPE_EXPENSE],39.0,2024-07-20 13:55:00.000,Gifts,artisan gifts co - purchase,[TYPE_EXPENSE] artisan gifts co - purchase
Local Makers Market - Stall,local makers market - stall,Expense,[TYPE_EXPENSE],23.0,2024-08-01 15:30:00.000,Gifts,local makers market - stall,[TYPE_EXPENSE] local makers market - stall
Beirut Souk Handicrafts - Stall,beirut souk handicrafts - stall,Expense,[TYPE_EXPENSE],58.0,2024-08-26 16:40:00.000,Gifts,beirut souk handicrafts - stall,[TYPE_EXPENSE] beirut souk handicrafts - stall
La Boutique du Liban - Gift,la boutique du liban - gift,Expense,[TYPE_EXPENSE],24.0,2024-08-27 13:05:00.000,Gifts,la boutique du liban - gift,[TYPE_EXPENSE] la boutique du liban - gift
Maison du Cadeau - Purchase,maison du cadeau - purchase,Expense,[TYPE_EXPENSE],44.0,2024-09-14 12:45:00.000,Gifts,maison du cadeau - purchase,[TYPE_EXPENSE] maison du cadeau - purchase
Souk el Tayeb - Stall,souk el tayeb - stall,Expense,[TYPE_EXPENSE],36.0,2024-09-25 12:40:00.000,Gifts,souk el tayeb - stall,[TYPE_EXPENSE] souk el tayeb - stall
Handmade Crafts - Shop,handmade crafts - shop,Expense,[TYPE_EXPENSE],46.0,2024-10-11 16:00:00.000,Gifts,handmade crafts - shop,[TYPE_EXPENSE] handmade crafts - shop
Small Gift Store - Purchase,small gift store - purchase,Expense,[TYPE_EXPENSE],18.5,2024-10-21 13:10:00.000,Gifts,small gift store - purchase,[TYPE_EXPENSE] small gift store - purchase
Maison des Fleurs - Bouquet,maison des fleurs - bouquet,Expense,[TYPE_EXPENSE],31.0,2024-11-02 16:10:00.000,Gifts,maison des fleurs - bouquet,[TYPE_EXPENSE] maison des fleurs - bouquet
Chocolate Boutique - Purchase,chocolate boutique - purchase,Expense,[TYPE_EXPENSE],21.0,2024-11-12 13:00:00.000,Gifts,chocolate boutique - purchase,[TYPE_EXPENSE] chocolate boutique - purchase
Beirut Artisans,beirut artisans,Expense,[TYPE_EXPENSE],39.0,2024-12-13 15:45:00.000,Gifts,beirut artisans,[TYPE_EXPENSE] beirut artisans
Little Luxuries,little luxuries,Expense,[TYPE_EXPENSE],24.5,2024-12-14 12:20:00.000,Gifts,little luxuries,[TYPE_EXPENSE] little luxuries
